case_id,process_type,department,activity,timestamp,resource
WF-1821,Legal Review,Finance,Approved,2026-06-30T16:56:00,emp_0039
WF-1822,HR Onboarding,Human Resources,Submitted,2026-06-11T17:30:00,emp_0115
WF-1822,HR Onboarding,Human Resources,Under Review,2026-06-12T07:30:00,emp_0113
WF-1822,HR Onboarding,Human Resources,Compliance Check,2026-06-14T00:30:00,emp_0026
WF-1822,HR Onboarding,Human Resources,Rejected,2026-06-15T01:30:00,emp_0154
WF-1823,Finance Approval,Sales,Submitted,2026-07-01T00:42:00,emp_0170
WF-1823,Finance Approval,Sales,Under Review,2026-07-02T16:42:00,emp_0053
WF-1823,Finance Approval,Sales,Manager Approval,2026-07-04T06:42:00,emp_0099
WF-1823,Finance Approval,Sales,Compliance Check,2026-07-05T23:42:00,emp_0002
WF-1823,Finance Approval,Sales,Approved,2026-07-07T22:42:00,emp_0085
WF-1824,Finance Approval,IT,Submitted,2026-06-28T19:18:00,emp_0172
WF-1824,Finance Approval,IT,Under Review,2026-06-29T20:18:00,emp_0105
WF-1824,Finance Approval,IT,Approved,2026-06-30T09:18:00,emp_0165
WF-1825,Finance Approval,Finance,Submitted,2026-06-26T17:26:00,emp_0094
WF-1825,Finance Approval,Finance,Under Review,2026-06-27T13:26:00,emp_0084
WF-1825,Finance Approval,Finance,Manager Approval,2026-06-28T01:26:00,emp_0049
WF-1825,Finance Approval,Finance,Compliance Check,2026-06-29T09:26:00,emp_0033
WF-1825,Finance Approval,Finance,Rejected,2026-07-01T09:26:00,emp_0144
WF-1826,Legal Review,Operations,Submitted,2026-06-23T07:37:00,emp_0117
WF-1826,Legal Review,Operations,Under Review,2026-06-23T12:37:00,emp_0061
WF-1826,Legal Review,Operations,Manager Approval,2026-06-24T18:37:00,emp_0178
WF-1826,Legal Review,Operations,Approved,2026-06-25T02:37:00,emp_0100
WF-1827,HR Onboarding,IT,Submitted,2026-06-21T08:08:00,emp_0157
WF-1827,HR Onboarding,IT,Under Review,2026-06-21T09:08:00,emp_0157
WF-1827,HR Onboarding,IT,Manager Approval,2026-06-21T15:08:00,emp_0187
WF-1827,HR Onboarding,IT,Compliance Check,2026-06-22T23:08:00,emp_0018
WF-1827,HR Onboarding,IT,Rejected,2026-06-23T01:08:00,emp_0040
WF-1828,Procurement,Supply Chain,Submitted,2026-07-03T14:42:00,emp_0139
WF-1828,Procurement,Supply Chain,Under Review,2026-07-04T02:42:00,emp_0019
WF-1828,Procurement,Supply Chain,Manager Approval,2026-07-05T11:42:00,emp_0110
WF-1828,Procurement,Supply Chain,Compliance Check,2026-07-06T14:42:00,emp_0058
WF-1828,Procurement,Supply Chain,Rejected,2026-07-08T12:42:00,emp_0076
WF-1829,Procurement,Operations,Submitted,2026-06-22T07:18:00,emp_0002
WF-1829,Procurement,Operations,Under Review,2026-06-24T04:18:00,emp_0159
WF-1829,Procurement,Operations,Manager Approval,2026-06-24T23:18:00,emp_0084
WF-1829,Procurement,Operations,Compliance Check,2026-06-25T17:18:00,emp_0157
WF-1829,Procurement,Operations,Rejected,2026-06-25T23:18:00,emp_0066
WF-1830,Procurement,Human Resources,Submitted,2026-06-24T21:37:00,emp_0115
WF-1830,Procurement,Human Resources,Under Review,2026-06-25T17:37:00,emp_0106
WF-1830,Procurement,Human Resources,Manager Approval,2026-06-27T01:37:00,emp_0085
WF-1830,Procurement,Human Resources,Compliance Check,2026-06-28T08:37:00,emp_0073
WF-1830,Procurement,Human Resources,Approved,2026-06-28T15:37:00,emp_0170
WF-1831,Finance Approval,Human Resources,Submitted,2026-07-02T14:15:00,emp_0191
WF-1831,Finance Approval,Human Resources,Under Review,2026-07-03T22:15:00,emp_0102
WF-1831,Finance Approval,Human Resources,Manager Approval,2026-07-05T12:15:00,emp_0182
WF-1831,Finance Approval,Human Resources,Rejected,2026-07-06T18:15:00,emp_0040
WF-1832,IT Service Request,Finance,Submitted,2026-06-03T20:19:00,emp_0115
WF-1832,IT Service Request,Finance,Under Review,2026-06-04T12:19:00,emp_0093
WF-1832,IT Service Request,Finance,Manager Approval,2026-06-05T06:19:00,emp_0172
WF-1832,IT Service Request,Finance,Compliance Check,2026-06-07T05:19:00,emp_0055
WF-1832,IT Service Request,Finance,Rejected,2026-06-08T21:19:00,emp_0177
WF-1833,IT Service Request,IT,Submitted,2026-06-08T05:29:00,emp_0021
WF-1833,IT Service Request,IT,Under Review,2026-06-09T04:29:00,emp_0186
WF-1833,IT Service Request,IT,Manager Approval,2026-06-09T10:29:00,emp_0035
WF-1833,IT Service Request,IT,Rejected,2026-06-10T09:29:00,emp_0187
WF-1834,Legal Review,Sales,Submitted,2026-06-25T22:27:00,emp_0172
WF-1834,Legal Review,Sales,Under Review,2026-06-26T05:27:00,emp_0167
WF-1834,Legal Review,Sales,Manager Approval,2026-06-26T15:27:00,emp_0170
WF-1834,Legal Review,Sales,Rejected,2026-06-28T04:27:00,emp_0102
WF-1835,IT Service Request,Finance,Submitted,2026-06-02T19:35:00,emp_0163
WF-1835,IT Service Request,Finance,Under Review,2026-06-02T22:35:00,emp_0033
WF-1835,IT Service Request,Finance,Rejected,2026-06-04T10:35:00,emp_0102
WF-1836,Legal Review,Legal,Submitted,2026-06-08T22:01:00,emp_0147
WF-1836,Legal Review,Legal,Under Review,2026-06-09T10:01:00,emp_0193
WF-1836,Legal Review,Legal,Manager Approval,2026-06-10T23:01:00,emp_0135
WF-1836,Legal Review,Legal,Compliance Check,2026-06-12T02:01:00,emp_0085
WF-1836,Legal Review,Legal,Rejected,2026-06-13T04:01:00,emp_0170
WF-1837,HR Onboarding,Finance,Submitted,2026-06-07T14:28:00,emp_0146
WF-1837,HR Onboarding,Finance,Under Review,2026-06-08T10:28:00,emp_0040
WF-1837,HR Onboarding,Finance,Manager Approval,2026-06-10T06:28:00,emp_0093
WF-1837,HR Onboarding,Finance,Rejected,2026-06-11T21:28:00,emp_0050
WF-1838,HR Onboarding,Operations,Submitted,2026-07-01T17:31:00,emp_0167
WF-1838,HR Onboarding,Operations,Under Review,2026-07-02T06:31:00,emp_0001
WF-1838,HR Onboarding,Operations,Manager Approval,2026-07-03T13:31:00,emp_0011
WF-1838,HR Onboarding,Operations,Approved,2026-07-05T03:31:00,emp_0121
WF-1839,Finance Approval,IT,Submitted,2026-06-07T18:52:00,emp_0004
WF-1839,Finance Approval,IT,Under Review,2026-06-09T16:52:00,emp_0148
WF-1839,Finance Approval,IT,Manager Approval,2026-06-09T21:52:00,emp_0051
WF-1839,Finance Approval,IT,Compliance Check,2026-06-10T01:52:00,emp_0012
WF-1839,Finance Approval,IT,Approved,2026-06-11T05:52:00,emp_0019
WF-1840,Finance Approval,IT,Submitted,2026-06-03T14:14:00,emp_0076
WF-1840,Finance Approval,IT,Under Review,2026-06-04T09:14:00,emp_0045
WF-1840,Finance Approval,IT,Manager Approval,2026-06-04T12:14:00,emp_0146
WF-1840,Finance Approval,IT,Compliance Check,2026-06-06T08:14:00,emp_0063
WF-1840,Finance Approval,IT,Approved,2026-06-07T05:14:00,emp_0011
WF-1841,HR Onboarding,Supply Chain,Submitted,2026-06-12T21:50:00,emp_0003
WF-1841,HR Onboarding,Supply Chain,Under Review,2026-06-14T20:50:00,emp_0147
WF-1841,HR Onboarding,Supply Chain,Rejected,2026-06-15T06:50:00,emp_0017
WF-1842,Finance Approval,Legal,Submitted,2026-06-12T02:27:00,emp_0073
WF-1842,Finance Approval,Legal,Under Review,2026-06-13T04:27:00,emp_0112
WF-1842,Finance Approval,Legal,Manager Approval,2026-06-14T08:27:00,emp_0093
WF-1842,Finance Approval,Legal,Approved,2026-06-15T07:27:00,emp_0054
WF-1843,IT Service Request,Sales,Submitted,2026-07-03T12:50:00,emp_0121
WF-1843,IT Service Request,Sales,Under Review,2026-07-05T12:50:00,emp_0180
WF-1843,IT Service Request,Sales,Manager Approval,2026-07-06T06:50:00,emp_0099
WF-1843,IT Service Request,Sales,Approved,2026-07-07T11:50:00,emp_0157
WF-1844,Procurement,Sales,Submitted,2026-06-10T16:30:00,emp_0068
WF-1844,Procurement,Sales,Under Review,2026-06-11T19:30:00,emp_0056
WF-1844,Procurement,Sales,Manager Approval,2026-06-12T12:30:00,emp_0098
WF-1844,Procurement,Sales,Compliance Check,2026-06-14T06:30:00,emp_0012
WF-1844,Procurement,Sales,Approved,2026-06-16T05:30:00,emp_0044
WF-1845,HR Onboarding,Human Resources,Submitted,2026-06-01T19:22:00,emp_0172
WF-1845,HR Onboarding,Human Resources,Under Review,2026-06-02T22:22:00,emp_0037
WF-1845,HR Onboarding,Human Resources,Manager Approval,2026-06-03T02:22:00,emp_0092
WF-1845,HR Onboarding,Human Resources,Compliance Check,2026-06-04T11:22:00,emp_0079
WF-1845,HR Onboarding,Human Resources,Approved,2026-06-06T00:22:00,emp_0018
WF-1846,HR Onboarding,IT,Submitted,2026-06-03T08:30:00,emp_0177
WF-1846,HR Onboarding,IT,Under Review,2026-06-03T21:30:00,emp_0052
WF-1846,HR Onboarding,IT,Manager Approval,2026-06-04T14:30:00,emp_0172
WF-1846,HR Onboarding,IT,Rejected,2026-06-05T14:30:00,emp_0182
WF-1847,Legal Review,Operations,Submitted,2026-06-20T06:12:00,emp_0094
WF-1847,Legal Review,Operations,Under Review,2026-06-20T19:12:00,emp_0067
WF-1847,Legal Review,Operations,Manager Approval,2026-06-21T16:12:00,emp_0106
WF-1847,Legal Review,Operations,Compliance Check,2026-06-23T02:12:00,emp_0075
WF-1847,Legal Review,Operations,Approved,2026-06-24T23:12:00,emp_0071
WF-1848,Finance Approval,Legal,Submitted,2026-06-25T06:44:00,emp_0098
WF-1848,Finance Approval,Legal,Under Review,2026-06-26T20:44:00,emp_0032
WF-1848,Finance Approval,Legal,Manager Approval,2026-06-27T11:44:00,emp_0004
WF-1848,Finance Approval,Legal,Compliance Check,2026-06-28T01:44:00,emp_0156
WF-1848,Finance Approval,Legal,Rejected,2026-06-28T17:44:00,emp_0107
WF-1849,HR Onboarding,IT,Submitted,2026-06-04T15:47:00,emp_0082
WF-1849,HR Onboarding,IT,Under Review,2026-06-06T03:47:00,emp_0036
WF-1849,HR Onboarding,IT,Manager Approval,2026-06-06T04:47:00,emp_0040
WF-1849,HR Onboarding,IT,Compliance Check,2026-06-07T17:47:00,emp_0095
WF-1849,HR Onboarding,IT,Rejected,2026-06-07T19:47:00,emp_0093
WF-1850,HR Onboarding,IT,Submitted,2026-06-20T01:41:00,emp_0120
WF-1850,HR Onboarding,IT,Under Review,2026-06-21T16:41:00,emp_0073
WF-1850,HR Onboarding,IT,Manager Approval,2026-06-21T23:41:00,emp_0161
WF-1850,HR Onboarding,IT,Rejected,2026-06-22T05:41:00,emp_0117
WF-1851,HR Onboarding,Supply Chain,Submitted,2026-06-03T03:59:00,emp_0102
WF-1851,HR Onboarding,Supply Chain,Under Review,2026-06-03T21:59:00,emp_0177
WF-1851,HR Onboarding,Supply Chain,Manager Approval,2026-06-04T09:59:00,emp_0034
WF-1851,HR Onboarding,Supply Chain,Compliance Check,2026-06-05T03:59:00,emp_0054
WF-1851,HR Onboarding,Supply Chain,Approved,2026-06-05T18:59:00,emp_0052
WF-1852,HR Onboarding,Legal,Submitted,2026-06-28T03:59:00,emp_0118
WF-1852,HR Onboarding,Legal,Under Review,2026-06-29T04:59:00,emp_0062
WF-1852,HR Onboarding,Legal,Manager Approval,2026-06-30T05:59:00,emp_0109
WF-1852,HR Onboarding,Legal,Rejected,2026-06-30T07:59:00,emp_0106
WF-1853,HR Onboarding,Sales,Submitted,2026-06-30T11:23:00,emp_0115
WF-1853,HR Onboarding,Sales,Under Review,2026-06-30T23:23:00,emp_0199
WF-1853,HR Onboarding,Sales,Manager Approval,2026-07-02T13:23:00,emp_0092
WF-1853,HR Onboarding,Sales,Compliance Check,2026-07-04T12:23:00,emp_0195
WF-1853,HR Onboarding,Sales,Approved,2026-07-05T18:23:00,emp_0016
WF-1854,HR Onboarding,Human Resources,Submitted,2026-06-06T13:10:00,emp_0142
WF-1854,HR Onboarding,Human Resources,Under Review,2026-06-08T06:10:00,emp_0021
WF-1854,HR Onboarding,Human Resources,Manager Approval,2026-06-09T19:10:00,emp_0117
WF-1854,HR Onboarding,Human Resources,Compliance Check,2026-06-09T23:10:00,emp_0102
WF-1854,HR Onboarding,Human Resources,Rejected,2026-06-11T07:10:00,emp_0050
WF-1855,Legal Review,IT,Submitted,2026-06-07T21:50:00,emp_0033
WF-1855,Legal Review,IT,Under Review,2026-06-09T06:50:00,emp_0050
WF-1855,Legal Review,IT,Manager Approval,2026-06-11T03:50:00,emp_0038
WF-1855,Legal Review,IT,Rejected,2026-06-11T10:50:00,emp_0137
WF-1856,IT Service Request,Legal,Submitted,2026-06-26T10:39:00,emp_0183
WF-1856,IT Service Request,Legal,Under Review,2026-06-26T20:39:00,emp_0026
WF-1856,IT Service Request,Legal,Manager Approval,2026-06-28T18:39:00,emp_0118
WF-1856,IT Service Request,Legal,Compliance Check,2026-06-29T15:39:00,emp_0049
WF-1856,IT Service Request,Legal,Rejected,2026-07-01T06:39:00,emp_0169
WF-1857,Finance Approval,IT,Submitted,2026-06-12T02:48:00,emp_0052
WF-1857,Finance Approval,IT,Under Review,2026-06-12T16:48:00,emp_0047
WF-1857,Finance Approval,IT,Manager Approval,2026-06-14T00:48:00,emp_0069
WF-1857,Finance Approval,IT,Rejected,2026-06-15T22:48:00,emp_0115
WF-1858,Procurement,IT,Submitted,2026-06-25T11:38:00,emp_0006
WF-1858,Procurement,IT,Under Review,2026-06-26T11:38:00,emp_0041
WF-1858,Procurement,IT,Approved,2026-06-28T05:38:00,emp_0107
WF-1859,Finance Approval,Sales,Submitted,2026-06-20T03:45:00,emp_0088
WF-1859,Finance Approval,Sales,Under Review,2026-06-21T15:45:00,emp_0081
WF-1859,Finance Approval,Sales,Approved,2026-06-22T09:45:00,emp_0084
WF-1860,HR Onboarding,Human Resources,Submitted,2026-07-03T03:41:00,emp_0077
WF-1860,HR Onboarding,Human Resources,Under Review,2026-07-04T14:41:00,emp_0122
WF-1860,HR Onboarding,Human Resources,Manager Approval,2026-07-05T09:41:00,emp_0123
WF-1860,HR Onboarding,Human Resources,Compliance Check,2026-07-05T10:41:00,emp_0043
WF-1860,HR Onboarding,Human Resources,Approved,2026-07-07T04:41:00,emp_0005
WF-1861,Procurement,Sales,Submitted,2026-06-07T17:45:00,emp_0096
WF-1861,Procurement,Sales,Under Review,2026-06-08T04:45:00,emp_0097
WF-1861,Procurement,Sales,Manager Approval,2026-06-08T14:45:00,emp_0035
WF-1861,Procurement,Sales,Compliance Check,2026-06-08T15:45:00,emp_0186
WF-1861,Procurement,Sales,Rejected,2026-06-09T20:45:00,emp_0042
WF-1862,Legal Review,Finance,Submitted,2026-06-17T17:23:00,emp_0164
WF-1862,Legal Review,Finance,Under Review,2026-06-18T14:23:00,emp_0133
WF-1862,Legal Review,Finance,Rejected,2026-06-20T03:23:00,emp_0114
WF-1863,Finance Approval,Human Resources,Submitted,2026-06-29T00:40:00,emp_0101
WF-1863,Finance Approval,Human Resources,Under Review,2026-06-30T00:40:00,emp_0028
WF-1863,Finance Approval,Human Resources,Manager Approval,2026-06-30T18:40:00,emp_0068
WF-1863,Finance Approval,Human Resources,Rejected,2026-07-01T17:40:00,emp_0059
WF-1864,Legal Review,Operations,Submitted,2026-06-01T04:55:00,emp_0186
WF-1864,Legal Review,Operations,Under Review,2026-06-02T08:55:00,emp_0139
WF-1864,Legal Review,Operations,Manager Approval,2026-06-04T01:55:00,emp_0119
WF-1864,Legal Review,Operations,Compliance Check,2026-06-05T12:55:00,emp_0096
WF-1864,Legal Review,Operations,Rejected,2026-06-06T03:55:00,emp_0157
WF-1865,Legal Review,Legal,Submitted,2026-06-11T03:47:00,emp_0098
WF-1865,Legal Review,Legal,Under Review,2026-06-11T07:47:00,emp_0155
WF-1865,Legal Review,Legal,Manager Approval,2026-06-12T05:47:00,emp_0072
WF-1865,Legal Review,Legal,Compliance Check,2026-06-14T04:47:00,emp_0167
WF-1865,Legal Review,Legal,Rejected,2026-06-15T19:47:00,emp_0029
WF-1866,Legal Review,Human Resources,Submitted,2026-06-19T05:59:00,emp_0148
WF-1866,Legal Review,Human Resources,Under Review,2026-06-20T03:59:00,emp_0008
WF-1866,Legal Review,Human Resources,Manager Approval,2026-06-20T21:59:00,emp_0168
WF-1866,Legal Review,Human Resources,Compliance Check,2026-06-22T11:59:00,emp_0102
WF-1866,Legal Review,Human Resources,Rejected,2026-06-23T06:59:00,emp_0106
WF-1867,IT Service Request,Legal,Submitted,2026-06-03T15:14:00,emp_0074
WF-1867,IT Service Request,Legal,Under Review,2026-06-03T23:14:00,emp_0161
WF-1867,IT Service Request,Legal,Manager Approval,2026-06-04T14:14:00,emp_0095
WF-1867,IT Service Request,Legal,Approved,2026-06-05T23:14:00,emp_0175
WF-1868,Procurement,Legal,Submitted,2026-06-16T10:36:00,emp_0119
WF-1868,Procurement,Legal,Under Review,2026-06-18T10:36:00,emp_0049
WF-1868,Procurement,Legal,Manager Approval,2026-06-20T05:36:00,emp_0154
WF-1868,Procurement,Legal,Compliance Check,2026-06-21T11:36:00,emp_0108
WF-1868,Procurement,Legal,Rejected,2026-06-21T17:36:00,emp_0039
WF-1869,IT Service Request,Legal,Submitted,2026-06-17T16:46:00,emp_0197
WF-1869,IT Service Request,Legal,Under Review,2026-06-18T07:46:00,emp_0168
WF-1869,IT Service Request,Legal,Manager Approval,2026-06-18T11:46:00,emp_0038
WF-1869,IT Service Request,Legal,Compliance Check,2026-06-20T11:46:00,emp_0140
WF-1869,IT Service Request,Legal,Approved,2026-06-20T12:46:00,emp_0068
WF-1870,HR Onboarding,Sales,Submitted,2026-06-11T22:06:00,emp_0197
WF-1870,HR Onboarding,Sales,Under Review,2026-06-13T09:06:00,emp_0019
WF-1870,HR Onboarding,Sales,Compliance Check,2026-06-15T03:06:00,emp_0052
WF-1870,HR Onboarding,Sales,Rejected,2026-06-16T15:06:00,emp_0195
WF-1871,Finance Approval,Legal,Submitted,2026-06-27T14:29:00,emp_0145
WF-1871,Finance Approval,Legal,Under Review,2026-06-28T04:29:00,emp_0044
WF-1871,Finance Approval,Legal,Approved,2026-06-29T14:29:00,emp_0080
WF-1872,Legal Review,Human Resources,Submitted,2026-06-20T07:50:00,emp_0198
WF-1872,Legal Review,Human Resources,Under Review,2026-06-20T08:50:00,emp_0160
WF-1872,Legal Review,Human Resources,Manager Approval,2026-06-21T02:50:00,emp_0004
WF-1872,Legal Review,Human Resources,Rejected,2026-06-22T05:50:00,emp_0153
WF-1873,HR Onboarding,Human Resources,Submitted,2026-06-17T12:14:00,emp_0069
WF-1873,HR Onboarding,Human Resources,Under Review,2026-06-19T08:14:00,emp_0171
WF-1873,HR Onboarding,Human Resources,Manager Approval,2026-06-19T22:14:00,emp_0128
WF-1873,HR Onboarding,Human Resources,Approved,2026-06-20T19:14:00,emp_0091
WF-1874,Finance Approval,Sales,Submitted,2026-06-08T14:05:00,emp_0091
WF-1874,Finance Approval,Sales,Under Review,2026-06-09T10:05:00,emp_0157
WF-1874,Finance Approval,Sales,Manager Approval,2026-06-09T21:05:00,emp_0040
WF-1874,Finance Approval,Sales,Compliance Check,2026-06-11T10:05:00,emp_0116
WF-1874,Finance Approval,Sales,Rejected,2026-06-11T16:05:00,emp_0046
WF-1875,HR Onboarding,Operations,Submitted,2026-07-01T04:01:00,emp_0126
WF-1875,HR Onboarding,Operations,Under Review,2026-07-02T01:01:00,emp_0081
WF-1875,HR Onboarding,Operations,Manager Approval,2026-07-02T06:01:00,emp_0063
WF-1875,HR Onboarding,Operations,Rejected,2026-07-03T22:01:00,emp_0107
WF-1876,HR Onboarding,Legal,Submitted,2026-06-18T10:12:00,emp_0013
WF-1876,HR Onboarding,Legal,Under Review,2026-06-19T09:12:00,emp_0147
WF-1876,HR Onboarding,Legal,Manager Approval,2026-06-19T22:12:00,emp_0141
WF-1876,HR Onboarding,Legal,Compliance Check,2026-06-21T19:12:00,emp_0187
WF-1876,HR Onboarding,Legal,Rejected,2026-06-21T20:12:00,emp_0126
WF-1877,IT Service Request,Sales,Submitted,2026-06-19T12:05:00,emp_0108
WF-1877,IT Service Request,Sales,Under Review,2026-06-20T06:05:00,emp_0086
WF-1877,IT Service Request,Sales,Manager Approval,2026-06-22T01:05:00,emp_0069
WF-1877,IT Service Request,Sales,Compliance Check,2026-06-23T05:05:00,emp_0139
WF-1877,IT Service Request,Sales,Approved,2026-06-23T15:05:00,emp_0045
WF-1878,Finance Approval,Legal,Submitted,2026-06-22T06:28:00,emp_0102
WF-1878,Finance Approval,Legal,Under Review,2026-06-23T05:28:00,emp_0176
WF-1878,Finance Approval,Legal,Manager Approval,2026-06-23T13:28:00,emp_0007
WF-1878,Finance Approval,Legal,Compliance Check,2026-06-24T20:28:00,emp_0195
WF-1878,Finance Approval,Legal,Approved,2026-06-26T11:28:00,emp_0066
WF-1879,Finance Approval,Human Resources,Submitted,2026-06-03T10:02:00,emp_0039
WF-1879,Finance Approval,Human Resources,Under Review,2026-06-04T01:02:00,emp_0035
WF-1879,Finance Approval,Human Resources,Manager Approval,2026-06-04T08:02:00,emp_0005
WF-1879,Finance Approval,Human Resources,Compliance Check,2026-06-05T09:02:00,emp_0047
WF-1879,Finance Approval,Human Resources,Approved,2026-06-05T20:02:00,emp_0145
WF-1880,Legal Review,Legal,Submitted,2026-07-02T03:31:00,emp_0143
WF-1880,Legal Review,Legal,Under Review,2026-07-03T22:31:00,emp_0066
WF-1880,Legal Review,Legal,Manager Approval,2026-07-04T18:31:00,emp_0019
WF-1880,Legal Review,Legal,Rejected,2026-07-05T13:31:00,emp_0105
WF-1881,Legal Review,Human Resources,Submitted,2026-06-22T03:30:00,emp_0016
WF-1881,Legal Review,Human Resources,Under Review,2026-06-23T19:30:00,emp_0193
WF-1881,Legal Review,Human Resources,Manager Approval,2026-06-24T12:30:00,emp_0025
WF-1881,Legal Review,Human Resources,Rejected,2026-06-25T09:30:00,emp_0109
WF-1882,HR Onboarding,Sales,Submitted,2026-06-20T12:53:00,emp_0071
WF-1882,HR Onboarding,Sales,Under Review,2026-06-21T14:53:00,emp_0036
WF-1882,HR Onboarding,Sales,Rejected,2026-06-22T18:53:00,emp_0059
WF-1883,HR Onboarding,Legal,Submitted,2026-06-26T15:43:00,emp_0162
WF-1883,HR Onboarding,Legal,Under Review,2026-06-27T23:43:00,emp_0179
WF-1883,HR Onboarding,Legal,Manager Approval,2026-06-29T06:43:00,emp_0008
WF-1883,HR Onboarding,Legal,Compliance Check,2026-07-01T01:43:00,emp_0130
WF-1883,HR Onboarding,Legal,Approved,2026-07-02T06:43:00,emp_0181
WF-1884,Legal Review,Finance,Submitted,2026-06-04T12:36:00,emp_0158
WF-1884,Legal Review,Finance,Under Review,2026-06-04T14:36:00,emp_0196
WF-1884,Legal Review,Finance,Compliance Check,2026-06-05T07:36:00,emp_0087
WF-1884,Legal Review,Finance,Rejected,2026-06-06T03:36:00,emp_0068
WF-1885,Procurement,Operations,Submitted,2026-06-02T09:27:00,emp_0172
WF-1885,Procurement,Operations,Under Review,2026-06-02T14:27:00,emp_0111
WF-1885,Procurement,Operations,Rejected,2026-06-04T02:27:00,emp_0119
WF-1886,Legal Review,IT,Submitted,2026-06-20T07:58:00,emp_0065
WF-1886,Legal Review,IT,Under Review,2026-06-20T19:58:00,emp_0196
WF-1886,Legal Review,IT,Rejected,2026-06-22T08:58:00,emp_0134
WF-1887,Legal Review,Human Resources,Submitted,2026-06-20T19:45:00,emp_0053
WF-1887,Legal Review,Human Resources,Under Review,2026-06-21T13:45:00,emp_0146
WF-1887,Legal Review,Human Resources,Manager Approval,2026-06-21T18:45:00,emp_0193
WF-1887,Legal Review,Human Resources,Compliance Check,2026-06-22T23:45:00,emp_0151
WF-1887,Legal Review,Human Resources,Approved,2026-06-24T14:45:00,emp_0193
WF-1888,Finance Approval,Legal,Submitted,2026-06-25T20:38:00,emp_0114
WF-1888,Finance Approval,Legal,Under Review,2026-06-27T14:38:00,emp_0140
WF-1888,Finance Approval,Legal,Manager Approval,2026-06-28T03:38:00,emp_0072
WF-1888,Finance Approval,Legal,Rejected,2026-06-28T21:38:00,emp_0158
WF-1889,HR Onboarding,Operations,Submitted,2026-06-26T16:24:00,emp_0196
WF-1889,HR Onboarding,Operations,Under Review,2026-06-27T13:24:00,emp_0188
WF-1889,HR Onboarding,Operations,Manager Approval,2026-06-27T16:24:00,emp_0141
WF-1889,HR Onboarding,Operations,Approved,2026-06-28T07:24:00,emp_0168
WF-1890,Procurement,Operations,Submitted,2026-06-13T20:46:00,emp_0163
WF-1890,Procurement,Operations,Under Review,2026-06-13T23:46:00,emp_0030
WF-1890,Procurement,Operations,Manager Approval,2026-06-15T01:46:00,emp_0178
WF-1890,Procurement,Operations,Rejected,2026-06-16T19:46:00,emp_0137
WF-1891,HR Onboarding,Sales,Submitted,2026-06-02T10:54:00,emp_0027
WF-1891,HR Onboarding,Sales,Under Review,2026-06-03T07:54:00,emp_0164
WF-1891,HR Onboarding,Sales,Manager Approval,2026-06-04T00:54:00,emp_0084
WF-1891,HR Onboarding,Sales,Compliance Check,2026-06-05T04:54:00,emp_0110
WF-1891,HR Onboarding,Sales,Approved,2026-06-06T19:54:00,emp_0041
WF-1892,Procurement,IT,Submitted,2026-06-09T06:33:00,emp_0195
WF-1892,Procurement,IT,Under Review,2026-06-10T11:33:00,emp_0009
WF-1892,Procurement,IT,Manager Approval,2026-06-12T06:33:00,emp_0048
WF-1892,Procurement,IT,Compliance Check,2026-06-14T05:33:00,emp_0105
WF-1892,Procurement,IT,Rejected,2026-06-15T09:33:00,emp_0107
WF-1893,Procurement,Human Resources,Submitted,2026-06-14T04:22:00,emp_0158
WF-1893,Procurement,Human Resources,Under Review,2026-06-14T19:22:00,emp_0040
WF-1893,Procurement,Human Resources,Manager Approval,2026-06-16T16:22:00,emp_0061
WF-1893,Procurement,Human Resources,Compliance Check,2026-06-17T01:22:00,emp_0118
WF-1893,Procurement,Human Resources,Rejected,2026-06-17T10:22:00,emp_0187
WF-1894,HR Onboarding,Supply Chain,Submitted,2026-06-16T02:16:00,emp_0099
WF-1894,HR Onboarding,Supply Chain,Under Review,2026-06-18T00:16:00,emp_0002
WF-1894,HR Onboarding,Supply Chain,Manager Approval,2026-06-20T00:16:00,emp_0185
WF-1894,HR Onboarding,Supply Chain,Compliance Check,2026-06-20T05:16:00,emp_0062
WF-1894,HR Onboarding,Supply Chain,Rejected,2026-06-21T12:16:00,emp_0067
WF-1895,Finance Approval,Finance,Submitted,2026-06-16T14:30:00,emp_0006
WF-1895,Finance Approval,Finance,Under Review,2026-06-18T13:30:00,emp_0065
WF-1895,Finance Approval,Finance,Manager Approval,2026-06-18T16:30:00,emp_0188
WF-1895,Finance Approval,Finance,Approved,2026-06-19T23:30:00,emp_0053
WF-1896,IT Service Request,Sales,Submitted,2026-06-05T15:41:00,emp_0018
WF-1896,IT Service Request,Sales,Under Review,2026-06-05T21:41:00,emp_0122
WF-1896,IT Service Request,Sales,Manager Approval,2026-06-07T18:41:00,emp_0130
WF-1896,IT Service Request,Sales,Approved,2026-06-08T03:41:00,emp_0083
WF-1897,Procurement,Operations,Submitted,2026-06-13T23:44:00,emp_0166
WF-1897,Procurement,Operations,Under Review,2026-06-14T14:44:00,emp_0071
WF-1897,Procurement,Operations,Manager Approval,2026-06-15T01:44:00,emp_0062
WF-1897,Procurement,Operations,Rejected,2026-06-16T23:44:00,emp_0020
WF-1898,Legal Review,Finance,Submitted,2026-06-14T05:11:00,emp_0164
WF-1898,Legal Review,Finance,Under Review,2026-06-16T00:11:00,emp_0071
WF-1898,Legal Review,Finance,Manager Approval,2026-06-17T20:11:00,emp_0178
